PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
923276030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,12887,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Good,Typical,Mn,Rec,6,GLQ,590,36,833,GasA,Typical,Y,SBrkr,833,0,0,833,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,1984.0,Unf,2,495,Typical,Typical,Paved,431,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2010,WD ,Normal,-93.6035354,41.98893579999999,149900
923276250,Duplex_All_Styles_and_Ages,Residential_Low_Density,70,7700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,Duplex,Two_Story,Average,Poor,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Poor,PConc,Typical,Typical,No,Unf,7,Unf,0,1216,1216,GasA,Good,Y,SBrkr,1216,1216,0,2432,0,0,4,2,4,2,Typical,10,Typ,0,No_Fireplace,Attchd,1985.0,Unf,2,616,Typical,Fair,Paved,200,0,0,0,0,0,No_Pool,No_Fence,Shed,600,2,2010,WD ,Normal,-93.6030339,41.98766,159000
924100050,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,68,10544,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,388,864,GasA,Typical,Y,SBrkr,864,615,0,1479,0,0,2,0,5,1,Typical,8,Typ,0,No_Fireplace,Attchd,1969.0,Fin,1,275,Typical,Typical,Paved,287,0,280,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.599791,41.9913,161000
924151040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,9892,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_Story,Very_Good,Average,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Good,PConc,Good,Good,Gd,GLQ,3,LwQ,284,54,1679,GasA,Excellent,Y,SBrkr,1803,0,0,1803,1,1,2,1,3,1,Good,6,Typ,2,Typical,Attchd,1994.0,Unf,2,482,Typical,Typical,Paved,129,64,222,0,0,0,No_Pool,Good_Wood,None,0,2,2010,WD ,Normal,-93.60000600000001,41.989847999999995,285000
924152030,Two_Story_1946_and_Newer,Residential_Low_Density,74,12961,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Good,PConc,Good,Typical,Mn,GLQ,3,Unf,0,208,1152,GasA,Excellent,Y,SBrkr,1152,645,0,1797,1,0,2,1,3,1,Good,7,Typ,1,Fair,Attchd,1993.0,Fin,2,616,Typical,Typical,Paved,162,312,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,-93.60014699999999,41.989185,231000
526302110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,13008,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Fair,Fair,No,Rec,6,Unf,0,318,882,GasA,Typical,Y,SBrkr,882,0,0,882,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1956.0,Unf,1,502,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.6188955,42.053036299999995,124500
526351100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,590,1434,GasA,Typical,Y,SBrkr,1434,0,0,1434,1,0,2,0,4,1,Typical,7,Typ,1,Good,Attchd,1974.0,RFn,2,528,Typical,Typical,Paved,80,21,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.619562,42.051390000000005,157000
526355080,Split_or_Multilevel,Residential_Low_Density,75,13860,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Very_Good,Good,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,542,1952,GasA,Good,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,Excellent,9,Typ,3,Typical,Attchd,1972.0,Fin,2,538,Typical,Typical,Paved,269,111,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,-93.615524,42.049322,345000
527105130,Two_Story_1946_and_Newer,Residential_Low_Density,0,11792,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,158,1008,GasA,Excellent,Y,SBrkr,1008,1275,0,2283,0,0,2,1,4,1,Good,9,Typ,1,Good,BuiltIn,2003.0,Fin,3,632,Typical,Typical,Paved,120,46,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.639915,42.063294,270000
527108070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,42,14892,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,426,1746,GasA,Excellent,Y,SBrkr,1746,0,0,1746,1,0,2,0,3,1,Excellent,7,Typ,2,Good,Attchd,2006.0,Fin,3,758,Typical,Typical,Paved,201,39,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.635838,42.062956,377500
527127100,One_Story_PUD_1946_and_Newer,Residential_Low_Density,28,7296,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,243,2208,GasA,Excellent,Y,SBrkr,2522,0,0,2522,1,0,2,0,1,1,Good,8,Typ,1,Good,Attchd,2004.0,Fin,2,564,Typical,Typical,Paved,182,57,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,-93.634265,42.062903000000006,375000
527131030,One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,5664,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,343,1501,GasA,Excellent,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Excellent,5,Typ,1,Excellent,Attchd,2000.0,Fin,2,499,Typical,Typical,Paved,212,59,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.633739,42.061981,278000
527146010,One_Story_PUD_1946_and_Newer,Residential_Low_Density,57,8013,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,846,1587,GasA,Excellent,Y,SBrkr,1734,0,0,1734,1,0,2,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,1995.0,RFn,2,528,Typical,Typical,Paved,52,50,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,-93.633024,42.061178000000005,239500
527161040,Split_or_Multilevel,Residential_Low_Density,57,8923,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,195,384,GasA,Good,Y,SBrkr,751,631,0,1382,0,0,2,1,3,1,Typical,7,Typ,1,Typical,BuiltIn,1998.0,Fin,2,396,Typical,Typical,Paved,256,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,-93.63920999999999,42.059283,177500
527162110,Two_Story_1946_and_Newer,Residential_Low_Density,74,10141,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,832,832,GasA,Good,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1998.0,Fin,2,427,Typical,Typical,Paved,0,94,0,0,291,0,No_Pool,No_Fence,None,0,12,2009,WD ,Normal,-93.63906899999999,42.059129,185000
527162120,Two_Story_1946_and_Newer,Residential_Low_Density,60,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,476,952,GasA,Good,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1998.0,Fin,2,440,Typical,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.63906899999999,42.059160999999996,191000
527163040,Two_Story_1946_and_Newer,Residential_Low_Density,59,7837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,799,799,GasA,Good,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1993.0,RFn,2,380,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.636955,42.058274,178000
527163070,Two_Story_1946_and_Newer,Residential_Low_Density,0,9765,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Excellent,Good,PConc,Good,Good,No,ALQ,1,Unf,0,370,680,GasA,Good,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,Typical,6,Typ,1,Typical,BuiltIn,1993.0,Fin,2,420,Typical,Typical,Paved,232,63,0,0,0,0,No_Pool,No_Fence,Shed,480,4,2009,WD ,Normal,-93.637046,42.058059,185000
527163130,Two_Story_1946_and_Newer,Residential_Low_Density,0,8803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,107,707,GasA,Good,Y,SBrkr,707,809,0,1516,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1994.0,Fin,2,409,Typical,Typical,Paved,0,46,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.637671,42.059645,181316
527164090,Two_Story_1946_and_Newer,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,702,702,GasA,Good,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1994.0,Fin,2,343,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,-93.636822,42.058173,174000
527165130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9248,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,598,1158,GasA,Good,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1992.0,RFn,2,400,Typical,Typical,Paved,120,26,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.63604699999999,42.057854,173000
527166010,Two_Story_1946_and_Newer,Residential_Low_Density,0,10762,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,284,978,GasA,Excellent,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Good,9,Typ,1,Typical,Attchd,1999.0,Fin,2,490,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.639325,42.058201000000004,225000
527180100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,99,11851,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Average,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1424,1424,GasA,Excellent,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1990.0,RFn,2,500,Typical,Typical,Paved,0,34,0,508,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.634644,42.058747,180500
527182110,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,5814,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,184,1220,GasA,Good,Y,SBrkr,1360,0,0,1360,1,0,1,0,1,1,Good,4,Typ,1,Excellent,Attchd,1984.0,RFn,2,565,Typical,Typical,Paved,63,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,COD,Abnorml,-93.633245,42.059242,187500
527214050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,17423,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Excellent,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,312,2216,GasA,Excellent,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Excellent,9,Typ,1,Good,Attchd,2009.0,Fin,3,1166,Typical,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,New,Partial,-93.627751,42.060265,501837
527254020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11844,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464,Good,Typical,PConc,Excellent,Typical,Mn,Unf,7,Unf,0,2046,2046,GasA,Excellent,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,Good,7,Typ,1,Good,Attchd,2008.0,Fin,3,834,Typical,Typical,Paved,322,82,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,New,Partial,-93.628639,42.059816999999995,372500
527258020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,16158,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Stone_Brook,Norm,Norm,OneFam,One_Story,Good,Average,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16,Good,Typical,PConc,Excellent,Typical,Av,ALQ,1,Unf,0,256,1530,GasA,Excellent,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2005.0,Fin,2,430,Typical,Typical,Paved,168,36,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.629357,42.058439,260000
527276160,Two_Story_1946_and_Newer,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,Above_Average,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,722,1122,GasA,Excellent,Y,SBrkr,946,988,0,1934,1,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1977.0,Unf,2,567,Typical,Typical,Partial_Pavement,0,176,0,0,200,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.623975,42.056796000000006,185000
527301320,Two_Story_1946_and_Newer,Residential_Low_Density,94,13005,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Good,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,153,845,GasA,Typical,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typ,1,Typical,Attchd,1983.0,RFn,2,484,Typical,Typical,Paved,288,195,0,0,0,0,No_Pool,Good_Privacy,None,0,8,2009,WD ,Normal,-93.637343,42.053532000000004,260000
527302175,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48,17043,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Good,CBlock,Good,Fair,No,Unf,7,Unf,0,1362,1362,GasA,Typical,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1979.0,Unf,2,435,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,-93.636512,42.055408,181000
527326040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Average,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,564,1386,GasA,Typical,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1977.0,Fin,2,544,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Family,-93.635056,42.055081,82500
527326150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,16635,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126,Good,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,356,1602,GasA,Good,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Good,8,Typ,1,Typical,Attchd,1977.0,Fin,2,529,Typical,Typical,Paved,240,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.632417,42.055572,215000
527352150,Two_Story_1946_and_Newer,Residential_Low_Density,0,13250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRNn,Norm,OneFam,Two_Story,Good,Above_Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,832,832,GasA,Typical,Y,SBrkr,1154,896,0,2050,0,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,1978.0,RFn,2,529,Typical,Typical,Paved,192,192,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Abnorml,-93.637774,42.051840000000006,154000
527353020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10928,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,Typical,Typical,PConc,Typical,Typical,No,LwQ,4,Unf,0,1064,1427,GasA,Typical,Y,SBrkr,1671,0,0,1671,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1978.0,RFn,2,484,Typical,Typical,Paved,252,55,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.63745,42.052507,200000
527353060,Two_Story_1946_and_Newer,Residential_Low_Density,0,12388,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,441,1043,GasA,Typical,Y,SBrkr,1539,1134,0,2673,0,0,2,1,4,1,Good,9,Typ,1,Typical,BuiltIn,1980.0,RFn,2,441,Typical,Typical,Paved,178,84,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.638366,42.052102000000005,249000
527354100,Split_or_Multilevel,Residential_Low_Density,0,14115,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Good,Average,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,336,1372,GasA,Typical,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,Typical,6,Typ,2,Typical,Attchd,1980.0,Unf,2,588,Typical,Typical,Paved,233,48,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.634212,42.052719,187500
527355150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosN,Norm,OneFam,One_Story,Very_Good,Average,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,1420,2524,GasA,Typical,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,Good,9,Typ,1,Good,Attchd,1981.0,Fin,2,542,Typical,Typical,Paved,474,120,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,-93.63379599999999,42.052915000000006,278000
527356040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,11880,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,OneFam,One_Story,Good,Average,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,567,1271,GasA,Typical,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1978.0,RFn,2,478,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,COD,Abnorml,-93.637289,42.050345,157000
527359050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,1090,1090,GasA,Typical,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1976.0,RFn,2,479,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2009,WD ,Family,-93.634694,42.049653899999996,152000
527364030,Two_Story_1946_and_Newer,Floating_Village_Residential,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,304,926,GasA,Excellent,Y,SBrkr,1016,868,0,1884,1,0,2,1,3,1,Excellent,7,Typ,1,Excellent,Attchd,2003.0,RFn,2,581,Typical,Typical,Paved,0,35,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.639516,42.049106,240900
527365030,Two_Story_1946_and_Newer,Floating_Village_Residential,75,8004,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,RRAn,Norm,OneFam,Two_Story,Very_Good,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,288,832,GasA,Excellent,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,Typical,8,Typ,0,No_Fireplace,BuiltIn,2009.0,Fin,2,552,Typical,Typical,Paved,0,150,0,0,0,0,No_Pool,No_Fence,None,0,12,2009,New,Partial,-93.639511,42.051619,263435
